Node:
0,Node 0
1,Node 1
2,Node 2
3,Node 3
4,Node 4
5,Node 5
6,Node 6
7,Node 7
8,Node 8
9,Node 9
10,Node 10
11,Node 11
12,Node 12
13,Node 13
14,Node 14
15,Node 15
16,Node 16
17,Node 17
18,Node 18
19,Node 19
20,Node 20

Edge:
0,0,6,10
1,0,11,11
2,0,1,12
3,0,3,18
4,0,18,16
5,0,11,12
6,0,1,15
7,0,17,10
8,0,7,12
9,0,8,15
10,0,3,10
11,1,2,17
12,1,4,18
13,1,7,17
14,1,14,16
15,1,16,18
16,1,2,12
17,1,12,12
18,1,17,13
19,1,17,11
20,1,4,10
21,1,9,15
22,1,4,11
23,1,2,18
24,2,4,12
25,2,5,15
26,2,16,16
27,2,9,19
28,2,10,16
29,2,10,11
30,2,7,14
31,3,7,16
32,3,4,14
33,3,13,18
34,3,17,18
35,3,13,14
36,3,16,14
37,3,13,11
38,3,9,14
39,4,5,15
40,4,12,19
41,4,9,17
42,4,5,11
43,4,14,18
44,4,16,10
45,4,16,15
46,4,14,13
47,4,17,14
48,5,8,11
49,5,13,14
50,5,8,15
51,6,14,13
52,6,18,17
53,6,9,15
54,6,10,16
55,6,19,16
56,7,9,16
57,8,17,17
58,8,17,14
59,8,16,17
60,9,10,12
61,9,12,11
62,9,12,16
63,9,19,16
64,9,11,15
65,10,20,15
66,10,18,15
67,10,16,12
68,10,14,13
69,10,14,15
70,11,12,11
71,11,14,16
72,11,19,19
73,11,13,11
74,12,13,16
75,12,15,16
76,12,13,13
77,12,14,13
78,12,18,17
79,13,15,13
80,13,17,15
81,14,16,13
82,14,17,16
83,14,16,14
84,14,15,11
85,14,18,11
86,15,20,15
87,15,17,13
88,15,17,13
89,15,16,13
90,16,18,14
91,16,17,14
92,17,20,10
93,18,19,16
94,19,20,18
