Node:
0,Node 0
1,Node 1
2,Node 2
3,Node 3
4,Node 4
5,Node 5
6,Node 6
7,Node 7
8,Node 8
9,Node 9
10,Node 10
11,Node 11
12,Node 12
13,Node 13
14,Node 14
15,Node 15
16,Node 16
17,Node 17
18,Node 18
19,Node 19
20,Node 20

Edge:
0,0,1,13
1,0,4,19
2,0,3,14
3,0,5,10
4,0,16,12
5,0,10,18
6,0,17,16
7,0,9,13
8,0,5,16
9,0,18,13
10,0,17,12
11,0,1,10
12,0,9,14
13,0,18,17
14,0,19,12
15,0,8,14
16,0,11,14
17,0,15,19
18,1,2,18
19,1,3,16
20,1,4,14
21,1,5,10
22,1,3,16
23,1,14,18
24,1,8,18
25,1,14,12
26,1,3,17
27,1,13,16
28,1,3,19
29,1,2,18
30,2,9,12
31,2,5,17
32,2,5,14
33,2,4,18
34,2,7,18
35,2,6,10
36,2,12,15
37,2,4,12
38,3,6,19
39,3,7,16
40,3,17,16
41,3,7,18
42,3,5,12
43,3,10,14
44,3,18,11
45,3,14,18
46,3,17,15
47,3,16,19
48,3,11,15
49,3,11,17
50,3,4,11
51,3,19,14
52,3,17,16
53,3,5,15
54,3,8,12
55,3,12,15
56,4,8,18
57,4,17,18
58,4,8,16
59,4,14,10
60,4,13,10
61,4,17,12
62,4,12,12
63,4,6,19
64,4,13,19
65,4,15,13
66,4,14,11
67,4,7,18
68,4,16,11
69,4,5,11
70,4,7,10
71,4,19,14
72,4,14,16
73,4,7,17
74,4,17,11
75,4,19,13
76,5,12,11
77,5,17,17
78,5,17,11
79,5,12,14
80,5,15,17
81,5,12,17
82,5,18,15
83,5,19,16
84,5,14,16
85,6,7,13
86,6,8,16
87,6,17,11
88,6,10,12
89,6,7,17
90,6,19,15
91,7,11,10
92,7,11,18
93,7,12,11
94,7,13,13
95,8,15,13
96,8,18,18
97,8,12,17
98,8,18,13
99,9,10,13
100,9,15,10
101,9,13,18
102,9,11,17
103,9,17,10
104,10,20,19
105,10,17,11
106,10,19,10
107,10,18,16
108,10,13,14
109,10,15,18
110,10,15,15
111,10,15,19
112,11,13,19
113,11,13,13
114,11,13,10
115,11,17,18
116,12,14,10
117,12,16,15
118,12,13,12
119,12,19,13
120,12,13,15
121,12,15,18
122,12,16,13
123,12,16,15
124,13,16,16
125,13,18,12
126,13,19,10
127,13,14,19
128,14,20,16
129,14,15,15
130,14,15,17
131,14,18,13
132,14,18,16
133,15,17,10
134,15,16,13
135,15,17,15
136,16,19,11
137,16,19,14
138,17,18,17
139,17,19,10
140,17,18,10
141,18,20,10
142,19,20,12
