Node:
0,Node 0
1,Node 1
2,Node 2
3,Node 3
4,Node 4
5,Node 5
6,Node 6
7,Node 7
8,Node 8
9,Node 9
10,Node 10
11,Node 11
12,Node 12
13,Node 13
14,Node 14
15,Node 15
16,Node 16
17,Node 17
18,Node 18
19,Node 19
20,Node 20
21,Node 21
22,Node 22
23,Node 23
24,Node 24
25,Node 25
26,Node 26
27,Node 27
28,Node 28
29,Node 29
30,Node 30
31,Node 31
32,Node 32
33,Node 33
34,Node 34
35,Node 35
36,Node 36
37,Node 37
38,Node 38
39,Node 39
40,Node 40
41,Node 41
42,Node 42
43,Node 43
44,Node 44
45,Node 45
46,Node 46
47,Node 47
48,Node 48
49,Node 49
50,Node 50
51,Node 51
52,Node 52
53,Node 53
Edge:
0,1,0,0
1,1,2,0
2,1,3,0
3,1,4,0
4,1,5,0
5,1,8,0
6,1,20,0
7,1,32,0
8,1,36,0
9,1,44,0
10,2,0,0
11,3,2,0
12,3,0,0
13,4,3,0
14,4,0,0
15,4,2,0
16,5,11,0
17,6,5,0
18,6,2,0
19,6,11,0
20,7,6,0
21,7,5,0
22,8,9,0
23,9,10,0
24,9,12,0
25,10,6,0
26,10,13,0
27,11,12,0
28,12,3,0
29,13,7,0
30,13,6,0
31,14,13,0
32,14,18,0
33,14,52,0
34,15,14,0
35,15,38,0
36,15,42,0
37,16,15,0
38,16,10,0
39,17,3,0
40,18,17,0
41,19,9,0
42,19,10,0
43,20,23,0
44,20,43,0
45,21,20,0
46,21,22,0
47,22,10,0
48,23,24,0
49,24,3,0
50,24,25,0
51,25,16,0
52,26,21,0
53,26,27,0
54,26,11,0
55,26,49,0
56,27,28,0
57,27,31,0
58,27,47,0
59,28,6,0
60,29,11,0
61,29,37,0
62,30,29,0
63,30,12,0
64,31,0,0
65,32,53,0
66,33,32,0
67,34,33,0
68,34,6,0
69,35,8,0
70,35,0,0
71,36,35,0
72,37,19,0
73,38,39,0
74,39,40,0
75,40,36,0
76,41,38,0
77,42,41,0
78,42,5,0
79,43,30,0
80,43,36,0
81,44,45,0
82,45,46,0
83,46,34,0
84,47,48,0
85,48,0,0
86,49,5,0
87,50,5,0
88,51,50,0
89,52,51,0
90,53,26,0
