Node:
0,Node 0
1,Node 1
2,Node 2
3,Node 3
4,Node 4
5,Node 5
6,Node 6
7,Node 7
8,Node 8
9,Node 9
10,Node 10
11,Node 11
12,Node 12
13,Node 13
14,Node 14
15,Node 15
16,Node 16
17,Node 17
18,Node 18
19,Node 19
20,Node 20
21,Node 21
22,Node 22
23,Node 23
24,Node 24
25,Node 25
26,Node 26
27,Node 27
28,Node 28
29,Node 29
30,Node 30
31,Node 31
32,Node 32
33,Node 33
34,Node 34
35,Node 35
36,Node 36
37,Node 37
38,Node 38
39,Node 39
40,Node 40
41,Node 41
42,Node 42
43,Node 43
44,Node 44
45,Node 45
46,Node 46
47,Node 47
48,Node 48
49,Node 49
50,Node 50
51,Node 51
52,Node 52
53,Node 53
54,Node 54
55,Node 55
56,Node 56
57,Node 57
58,Node 58
59,Node 59
60,Node 60

Edge:
0,0,15,19
1,0,9,19
2,0,10,14
3,0,5,15
4,0,6,11
5,0,1,16
6,0,4,19
7,0,7,10
8,0,31,10
9,0,56,16
10,0,42,16
11,0,48,13
12,0,48,10
13,0,48,15
14,0,5,18
15,0,50,15
16,0,18,11
17,0,23,10
18,0,17,17
19,0,21,18
20,0,35,18
21,0,6,14
22,0,3,11
23,0,14,16
24,0,40,19
25,0,7,18
26,0,45,17
27,0,49,11
28,0,34,12
29,0,29,18
30,0,54,12
31,0,54,13
32,0,58,18
33,0,23,18
34,0,50,13
35,0,17,11
36,0,38,12
37,0,32,17
38,1,2,12
39,1,53,11
40,1,5,14
41,1,22,12
42,1,20,12
43,1,47,12
44,1,45,18
45,1,23,18
46,1,55,10
47,1,21,18
48,1,28,14
49,1,3,19
50,1,49,18
51,1,59,12
52,1,42,14
53,1,22,16
54,1,56,15
55,1,15,12
56,1,34,16
57,1,22,12
58,1,41,11
59,1,8,16
60,1,44,19
61,1,26,19
62,2,3,17
63,2,40,14
64,2,34,14
65,2,52,16
66,2,7,12
67,2,49,18
68,2,56,19
69,2,19,13
70,2,38,18
71,2,53,10
72,2,15,15
73,2,21,11
74,2,8,10
75,2,9,12
76,2,40,12
77,2,33,19
78,2,47,17
79,2,53,14
80,2,38,17
81,2,21,10
82,2,21,15
83,2,59,17
84,2,41,13
85,2,51,16
86,2,37,13
87,2,21,18
88,2,13,13
89,2,10,12
90,2,3,19
91,2,43,14
92,2,10,19
93,2,23,10
94,3,18,11
95,3,9,13
