Node:
0,Node 0
1,Node 1
2,Node 2
3,Node 3
4,Node 4
5,Node 5
6,Node 6
7,Node 7
8,Node 8
9,Node 9
10,Node 10
11,Node 11
12,Node 12
13,Node 13
14,Node 14
15,Node 15
16,Node 16
17,Node 17
18,Node 18
19,Node 19
20,Node 20
21,Node 21
22,Node 22
23,Node 23
24,Node 24
25,Node 25
26,Node 26
27,Node 27
28,Node 28
29,Node 29
30,Node 30
31,Node 31
32,Node 32
33,Node 33
34,Node 34
35,Node 35
36,Node 36
37,Node 37
38,Node 38
39,Node 39
40,Node 40
41,Node 41
42,Node 42
43,Node 43
44,Node 44
45,Node 45
46,Node 46
47,Node 47
48,Node 48
49,Node 49

Edge:
0,0,10,10
1,1,18,15
2,1,7,19
3,1,7,12
4,2,5,11
5,2,21,14
6,2,28,12
7,3,6,17
8,3,31,12
9,3,8,10
10,3,39,19
11,3,11,17
12,4,12,19
13,4,13,19
14,4,22,15
15,5,7,19
16,5,18,13
17,5,23,15
18,5,17,13
19,5,20,11
20,6,11,10
21,7,10,15
22,7,39,17
23,8,9,10
24,8,27,17
25,9,24,12
26,9,33,16
27,9,25,15
28,10,14,14
29,10,46,16
30,11,16,19
31,12,13,19
32,12,17,19
33,12,33,17
34,12,22,13
35,12,20,12
36,13,26,11
37,13,27,10
38,13,27,14
39,13,29,14
40,14,15,19
41,14,15,17
42,15,17,15
43,15,18,16
44,16,19,11
45,16,28,15
46,17,21,11
47,17,45,16
48,18,20,13
49,18,44,19
50,18,22,11
51,18,46,17
52,18,42,19
53,19,29,18
54,19,37,15
55,19,28,13
56,20,23,12
57,21,22,18
58,22,27,11
59,22,30,16
60,23,25,19
61,24,28,19
62,25,34,18
63,26,36,10
64,27,30,18
65,27,31,12
66,28,32,13
67,29,31,10
68,30,33,18
69,31,39,14
70,32,37,12
71,33,44,19
72,33,43,16
73,33,44,19
74,34,35,18
75,35,38,18
76,36,39,17
77,37,40,11
78,38,47,17
79,39,41,17
80,40,43,14
81,41,42,13
82,42,45,11
83,42,46,17
84,43,46,14
85,44,49,12
86,45,48,12
