Node:
0,Node 0
1,Node 1
2,Node 2
3,Node 3
4,Node 4
5,Node 5
6,Node 6
7,Node 7
8,Node 8
9,Node 9
10,Node 10
11,Node 11
12,Node 12
13,Node 13
14,Node 14
15,Node 15
16,Node 16
17,Node 17
18,Node 18
19,Node 19
20,Node 20
21,Node 21
22,Node 22
23,Node 23
24,Node 24
25,Node 25
26,Node 26
27,Node 27
28,Node 28
29,Node 29
30,Node 30
31,Node 31
32,Node 32
33,Node 33
34,Node 34
35,Node 35
36,Node 36
37,Node 37
38,Node 38
39,Node 39
40,Node 40
41,Node 41
42,Node 42
43,Node 43
44,Node 44
45,Node 45
46,Node 46
47,Node 47
48,Node 48
49,Node 49

Edge:
0,1,5,13
1,1,48,15
2,2,14,16
3,2,43,13
4,3,6,19
5,4,15,11
6,5,13,10
7,6,10,12
8,6,18,18
9,7,9,19
10,7,9,14
11,7,44,12
12,8,18,12
13,9,11,12
14,9,16,14
15,10,19,10
16,10,12,18
17,10,30,10
18,11,17,14
19,11,30,12
20,12,26,15
21,12,34,17
22,13,16,13
23,13,35,13
24,14,22,10
25,15,20,11
26,16,21,13
27,16,30,10
28,17,23,10
29,17,44,19
30,17,20,19
31,17,23,12
32,18,40,12
33,18,48,11
34,19,30,10
35,20,34,15
36,21,25,15
37,22,28,13
38,23,24,15
39,23,44,18
40,24,27,10
41,25,39,13
42,26,31,19
43,27,29,10
44,28,33,18
45,29,36,10
46,30,32,19
47,31,37,14
48,32,35,18
49,33,41,13
50,34,38,12
51,35,43,19
52,37,45,19
53,38,47,12
54,39,46,12
55,40,44,19
56,41,42,17
57,41,45,14
58,44,47,12
59,46,48,13
60,48,49,10
